respID,qID,altID,obsID,profileID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent
280,1,3,2233,273,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,yes
280,2,1,2234,168,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,yes
280,2,2,2234,119,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
280,2,3,2234,130,1500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
280,3,1,2235,709,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,no
280,3,2,2235,239,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,yes
280,3,3,2235,497,2000,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,no
280,4,1,2236,676,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
280,4,2,2236,278,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,yes
280,4,3,2236,444,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,no
280,5,1,2237,314,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,yes
280,5,2,2237,181,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,yes
280,5,3,2237,511,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
280,6,1,2238,341,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,yes
280,6,2,2238,166,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,yes
280,6,3,2238,517,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
280,7,1,2239,512,2000,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
280,7,2,2239,319,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,yes
280,7,3,2239,378,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
280,8,1,2240,196,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,yes
280,8,2,2240,213,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
280,8,3,2240,73,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,yes
281,1,1,2241,718,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,no
281,1,2,2241,657,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
281,1,3,2241,139,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,yes,yes
281,2,1,2242,468,2500,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,no
281,2,2,2242,637,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,no
281,2,3,2242,183,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,yes
281,3,1,2243,729,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,no
281,3,2,2243,130,1500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
281,3,3,2243,370,1500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,yes
281,4,1,2244,273,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,yes
281,4,2,2244,768,2500,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,no
281,4,3,2244,243,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
281,5,1,2245,649,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,no
281,5,2,2245,361,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,yes
281,5,3,2245,694,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
281,6,1,2246,80,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,yes
281,6,2,2246,617,2000,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,no
281,6,3,2246,762,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,no
281,7,1,2247,713,2000,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,no
281,7,2,2247,551,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
281,7,3,2247,392,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,yes,no
281,8,1,2248,389,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,yes,no
281,8,2,2248,637,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,no
281,8,3,2248,737,2000,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,no
282,1,1,2249,515,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
282,1,2,2249,146,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
282,1,3,2249,768,2500,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,no
282,2,1,2250,321,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,yes
282,2,2,2250,571,1500,Less than 1.5,More than 20/5,Larger than 600,no,no,no,yes,no
282,2,3,2250,225,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,yes
282,3,1,2251,454,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,no
282,3,2,2251,755,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
282,3,3,2251,620,2000,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
282,4,1,2252,267,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,yes
282,4,2,2252,312,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,yes
282,4,3,2252,642,2500,More than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,no
282,5,1,2253,565,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,no
282,5,2,2253,505,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
282,5,3,2253,685,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,no
282,6,1,2254,553,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
282,6,2,2254,554,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
282,6,3,2254,692,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
282,7,1,2255,565,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,no
282,7,2,2255,339,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,yes
282,7,3,2255,479,2000,More than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,no
282,8,1,2256,257,2000,More than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,yes
282,8,2,2256,534,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
282,8,3,2256,419,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
283,1,1,2257,611,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,no
283,1,2,2257,612,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,no
283,1,3,2257,88,1500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
283,2,1,2258,154,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
283,2,2,2258,391,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,yes,no
283,2,3,2258,630,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
283,3,1,2259,428,2000,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
283,3,2,2259,451,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,no
283,3,3,2259,120,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
283,4,1,2260,530,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
283,4,2,2260,756,2500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
283,4,3,2260,712,1500,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,no
283,5,1,2261,695,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
283,5,2,2261,729,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,no
283,5,3,2261,693,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
283,6,1,2262,424,1500,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,no
283,6,2,2262,754,1500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
283,6,3,2262,218,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,yes
283,7,1,2263,263,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,yes
283,7,2,2263,556,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
283,7,3,2263,519,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
283,8,1,2264,321,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,yes
283,8,2,2264,56,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
283,8,3,2264,397,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,no
284,1,1,2265,407,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
284,1,2,2265,744,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
284,1,3,2265,156,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
284,2,1,2266,637,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,no
284,2,2,2266,335,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
284,2,3,2266,457,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,no
284,3,1,2267,383,2000,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,yes
284,3,2,2267,148,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
284,3,3,2267,672,2500,More than 1.5,More than 20/5,Larger than 600,no,no,yes,no,no
284,4,1,2268,520,1500,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
284,4,2,2268,604,1500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,no
284,4,3,2268,661,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,no
284,5,1,2269,538,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
284,5,2,2269,416,2000,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
284,5,3,2269,347,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
284,6,1,2270,376,1500,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
284,6,2,2270,112,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
284,6,3,2270,160,1500,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,yes
284,7,1,2271,299,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
284,7,2,2271,634,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,no
284,7,3,2271,282,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,yes
284,8,1,2272,506,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
284,8,2,2272,105,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,yes
284,8,3,2272,420,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
285,1,1,2273,235,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,yes
285,1,2,2273,347,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
285,1,3,2273,506,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
285,2,1,2274,131,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
285,2,2,2274,228,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,yes
285,2,3,2274,563,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,no
285,3,1,2275,429,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
285,3,2,2275,195,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,yes
285,3,3,2275,519,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
285,4,1,2276,275,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,yes
285,4,2,2276,548,2000,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
285,4,3,2276,529,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
285,5,1,2277,47,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
285,5,2,2277,268,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,yes
285,5,3,2277,51,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,yes
285,6,1,2278,708,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,no
285,6,2,2278,122,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
285,6,3,2278,714,2500,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,no
285,7,1,2279,575,2000,More than 1.5,More than 20/5,Larger than 600,no,no,no,yes,no
285,7,2,2279,403,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
285,7,3,2279,266,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,yes
285,8,1,2280,90,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
285,8,2,2280,263,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,yes
285,8,3,2280,735,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,no
286,1,1,2281,44,2000,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
286,1,2,2281,519,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
286,1,3,2281,415,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
286,2,1,2282,124,1500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
286,2,2,2282,601,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,no
286,2,3,2282,360,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
286,3,1,2283,206,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,yes
286,3,2,2283,447,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
286,3,3,2283,596,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
286,4,1,2284,95,2000,More than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,yes
286,4,2,2284,594,2500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,no
286,4,3,2284,325,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,yes
286,5,1,2285,208,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,yes
286,5,2,2285,659,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
286,5,3,2285,355,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
286,6,1,2286,57,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
286,6,2,2286,451,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,no
286,6,3,2286,621,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
286,7,1,2287,702,2500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,no
286,7,2,2287,145,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
286,7,3,2287,513,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
286,8,1,2288,201,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
286,8,2,2288,48,2500,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
286,8,3,2288,147,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
287,1,1,2289,371,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,yes
287,1,2,2289,531,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
287,1,3,2289,258,2500,More than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,yes
287,2,1,2290,293,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,yes
287,2,2,2290,497,2000,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,no
287,2,3,2290,627,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
287,3,1,2291,31,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,yes
287,3,2,2291,599,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
287,3,3,2291,720,2500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,no
287,4,1,2292,696,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
287,4,2,2292,76,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,yes
287,4,3,2292,353,2000,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,yes
287,5,1,2293,752,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
287,5,2,2293,392,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,yes,no
287,5,3,2293,202,1500,More than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
287,6,1,2294,143,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,no,yes,yes
287,6,2,2294,419,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
287,6,3,2294,223,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,yes
287,7,1,2295,514,1500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
287,7,2,2295,587,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,no
287,7,3,2295,195,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,yes
287,8,1,2296,212,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
287,8,2,2296,467,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,no
287,8,3,2296,255,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,yes
288,1,1,2297,332,2000,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
288,1,2,2297,446,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
288,1,3,2297,690,2500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,no
288,2,1,2298,362,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,yes
288,2,2,2298,215,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
288,2,3,2298,145,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
288,3,1,2299,203,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
288,3,2,2299,112,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
288,3,3,2299,346,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
288,4,1,2300,674,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
288,4,2,2300,530,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
288,4,3,2300,628,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
288,5,1,2301,677,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
288,5,2,2301,122,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
288,5,3,2301,447,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
288,6,1,2302,283,1500,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,no,yes
288,6,2,2302,120,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
288,6,3,2302,308,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,yes
288,7,1,2303,347,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
288,7,2,2303,218,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,yes
288,7,3,2303,149,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
288,8,1,2304,205,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,yes
288,8,2,2304,690,2500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,no
288,8,3,2304,406,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
289,1,1,2305,109,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
289,1,2,2305,631,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,no
289,1,3,2305,533,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
289,2,1,2306,111,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
289,2,2,2306,269,2000,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,yes
289,2,3,2306,176,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
289,3,1,2307,676,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
289,3,2,2307,651,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,no
289,3,3,2307,424,1500,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,no
289,4,1,2308,388,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,yes,no
289,4,2,2308,595,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
289,4,3,2308,447,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
289,5,1,2309,457,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,no
289,5,2,2309,128,2000,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
289,5,3,2309,152,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
289,6,1,2310,310,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,yes
289,6,2,2310,329,2000,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,yes
289,6,3,2310,393,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,yes,no
289,7,1,2311,670,1500,More than 1.5,More than 20/5,Larger than 600,no,no,yes,no,no
289,7,2,2311,752,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
289,7,3,2311,273,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,yes
289,8,1,2312,411,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,no
289,8,2,2312,707,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,no
289,8,3,2312,377,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
290,1,1,2313,70,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
290,1,2,2313,87,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
290,1,3,2313,170,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,yes
290,2,1,2314,314,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,yes
290,2,2,2314,756,2500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
290,2,3,2314,500,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,no
290,3,1,2315,344,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
290,3,2,2315,309,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,yes
290,3,3,2315,281,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,yes
290,4,1,2316,507,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
290,4,2,2316,23,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,yes
290,4,3,2316,314,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,yes
290,5,1,2317,242,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
290,5,2,2317,271,1500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,yes
290,5,3,2317,662,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,no
290,6,1,2318,213,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
290,6,2,2318,654,2500,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,no
290,6,3,2318,355,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
290,7,1,2319,717,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,no,no
290,7,2,2319,396,2500,More than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,yes,no
290,7,3,2319,77,2000,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,yes
290,8,1,2320,39,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,yes
290,8,2,2320,490,1500,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,no
290,8,3,2320,533,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
291,1,1,2321,718,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,no
291,1,2,2321,542,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,no
291,1,3,2321,212,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
291,2,1,2322,545,2000,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,no
291,2,2,2322,55,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
291,2,3,2322,523,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,yes,no
291,3,1,2323,47,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
291,3,2,2323,194,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,yes
291,3,3,2323,572,2000,Less than 1.5,More than 20/5,Larger than 600,no,no,no,yes,no
291,4,1,2324,58,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
291,4,2,2324,374,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
291,4,3,2324,110,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
291,5,1,2325,473,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,no
291,5,2,2325,535,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
291,5,3,2325,531,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
291,6,1,2326,421,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,no
291,6,2,2326,675,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
291,6,3,2326,636,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,no
291,7,1,2327,400,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,no
291,7,2,2327,132,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
291,7,3,2327,598,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
291,8,1,2328,116,2000,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
